298	572	1
344	606	1
36	937	1
198	563	1
431	875	1
406	661	1
323	844	1
232	630	1
401	708	1
265	695	1
170	545	1
429	866	1
102	841	1
215	977	1
102	915	1
77	773	1
187	869	1
459	938	1
107	982	1
234	687	1
78	870	1
56	878	1
253	554	1
399	578	1
486	529	1
82	629	1
264	575	1
370	561	1
240	519	1
157	930	1
477	994	1
401	792	1
373	829	1
446	875	1
198	807	1
51	664	1
476	819	1
77	539	1
318	989	1
3	654	1
420	746	1
253	999	1
185	887	1
250	809	1
51	771	1
141	956	1
171	572	1
183	613	1
106	817	1
468	1001	1
379	591	1
75	732	1
62	710	1
249	532	1
430	904	1
416	643	1
85	879	1
231	878	1
477	796	1
225	870	1
92	741	1
476	658	1
253	962	1
468	609	1
157	720	1
476	633	1
221	882	1
375	690	1
75	796	1
298	569	1
246	604	1
185	630	1
225	759	1
138	906	1
141	708	1
140	807	1
33	824	1
198	764	1
401	759	1
54	684	1
75	529	1
98	514	1
114	852	1
36	661	1
62	682	1
468	678	1
301	524	1
449	904	1
212	543	1
446	997	1
180	664	1
169	588	1
343	1002	1
381	568	1
420	657	1
265	656	1
63	551	1
250	711	1
87	833	1
406	826	1
141	871	1
185	784	1
209	809	1
90	604	1
170	903	1
286	723	1
253	963	1
353	515	1
51	654	1
82	631	1
107	917	1
170	640	1
40	635	1
461	772	1
56	926	1
24	906	1
92	702	1
141	599	1
90	993	1
75	793	1
282	984	1
87	947	1
35	825	1
23	631	1
145	986	1
140	573	1
92	629	1
402	717	1
159	946	1
23	800	1
469	777	1
352	963	1
82	770	1
198	785	1
54	833	1
56	629	1
231	879	1
262	633	1
370	942	1
137	885	1
50	988	1
429	834	1
394	959	1
36	777	1
82	686	1
301	577	1
198	826	1
265	885	1
395	926	1
133	763	1
157	805	1
121	660	1
127	675	1
256	967	1
459	614	1
187	976	1
90	637	1
373	889	1
136	573	1
14	915	1
328	704	1
431	620	1
265	678	1
299	707	1
189	508	1
115	970	1
486	806	1
14	792	1
391	605	1
62	525	1
255	515	1
40	711	1
469	837	1
101	731	1
404	669	1
221	989	1
265	1002	1
98	868	1
234	817	1
337	850	1
62	774	1
3	712	1
145	670	1
121	958	1
171	865	1
379	739	1
293	746	1
337	858	1
323	595	1
343	911	1
131	717	1
375	868	1
51	925	1
121	597	1
377	775	1
454	905	1
413	859	1
1	839	1
36	713	1
426	557	1
251	545	1
235	597	1
394	981	1
43	833	1
337	980	1
141	566	1
476	992	1
64	676	1
98	601	1
16	651	1
323	541	1
343	813	1
246	575	1
3	998	1
167	909	1
16	589	1
3	842	1
459	513	1
78	766	1
141	945	1
90	908	1
232	634	1
215	813	1
138	718	1
387	926	1
87	936	1
196	826	1
101	538	1
447	625	1
259	769	1
87	831	1
120	628	1
17	731	1
38	728	1
36	985	1
158	742	1
486	553	1
237	596	1
38	683	1
426	584	1
391	781	1
370	938	1
286	904	1
467	957	1
137	628	1
159	582	1
291	843	1
225	986	1
9	776	1
102	798	1
115	641	1
209	961	1
255	813	1
282	644	1
35	731	1
38	572	1
129	606	1
114	904	1
277	717	1
318	554	1
477	559	1
226	848	1
402	673	1
183	900	1
234	509	1
449	863	1
232	697	1
323	797	1
251	979	1
80	512	1
486	965	1
404	667	1
401	574	1
255	758	1
257	770	1
402	841	1
353	725	1
232	586	1
254	964	1
120	821	1
131	886	1
493	993	1
291	873	1
53	733	1
152	528	1
9	621	1
78	822	1
308	699	1
485	821	1
225	818	1
379	900	1
416	778	1
64	722	1
282	840	1
200	788	1
131	897	1
87	830	1
51	939	1
30	588	1
454	746	1
387	789	1
90	929	1
427	534	1
319	580	1
159	508	1
107	986	1
83	779	1
152	530	1
391	805	1
293	747	1
115	704	1
416	689	1
493	941	1
325	730	1
426	793	1
427	748	1
157	639	1
256	755	1
246	954	1
35	704	1
114	753	1
196	934	1
228	860	1
399	601	1
53	815	1
64	876	1
439	981	1
53	816	1
173	736	1
36	987	1
231	902	1
379	940	1
127	555	1
286	791	1
294	898	1
429	853	1
75	705	1
446	685	1
58	831	1
353	752	1
158	846	1
467	680	1
180	508	1
18	854	1
3	523	1
138	730	1
431	546	1
254	646	1
53	709	1
426	542	1
328	581	1
94	678	1
221	969	1
48	685	1
404	782	1
343	995	1
106	677	1
337	503	1
35	663	1
395	533	1
391	922	1
115	727	1
33	769	1
259	803	1
151	603	1
298	580	1
420	583	1
86	743	1
50	883	1
230	809	1
299	716	1
226	968	1
91	843	1
141	804	1
301	867	1
143	519	1
390	925	1
36	895	1
196	738	1
24	916	1
169	851	1
174	949	1
77	649	1
454	526	1
233	673	1
87	618	1
107	910	1
352	616	1
51	808	1
80	506	1
33	507	1
59	950	1
32	772	1
260	757	1
137	632	1
177	583	1
226	907	1
285	978	1
24	598	1
106	845	1
390	736	1
86	968	1
98	608	1
159	701	1
279	523	1
255	543	1
226	814	1
230	836	1
461	955	1
140	537	1
19	726	1
59	723	1
56	864	1
344	927	1
479	653	1
106	913	1
352	668	1
293	593	1
373	972	1
75	786	1
120	611	1
319	799	1
140	761	1
136	666	1
265	600	1
406	679	1
3	762	1
353	511	1
77	520	1
427	754	1
215	958	1
23	645	1
318	920	1
375	971	1
264	874	1
151	798	1
64	996	1
35	715	1
233	760	1
90	862	1
130	823	1
449	558	1
453	795	1
475	1006	1
215	721	1
231	749	1
402	650	1
416	973	1
426	527	1
375	892	1
265	626	1
9	966	1
53	853	1
352	622	1
371	600	1
114	674	1
375	919	1
171	548	1
373	691	1
299	896	1
180	643	1
135	975	1
477	592	1
365	932	1
390	881	1
38	745	1
38	983	1
127	935	1
225	924	1
106	642	1
250	751	1
40	550	1
142	512	1
285	560	1
62	740	1
189	724	1
406	552	1
40	576	1
479	909	1
393	847	1
120	617	1
343	521	1
94	835	1
469	688	1
157	585	1
5	943	1
91	914	1
185	565	1
291	659	1
222	1006	1
282	780	1
158	990	1
264	857	1
98	991	1
420	547	1
127	974	1
246	795	1
36	647	1
375	517	1
173	948	1
200	757	1
50	594	1
185	768	1
371	638	1
273	1008	1
204	765	1
467	607	1
102	838	1
62	671	1
183	672	1
133	820	1
28	519	1
115	693	1
265	735	1
256	510	1
308	714	1
479	719	1
399	567	1
45	570	1
23	505	1
227	506	1
477	1000	1
51	890	1
298	901	1
371	571	1
142	823	1
106	855	1
14	579	1
189	648	1
38	652	1
261	779	1
86	756	1
313	519	1
114	698	1
299	794	1
117	1006	1
145	918	1
388	788	1
102	531	1
343	549	1
301	627	1
274	615	1
497	734	1
390	812	1
271	694	1
325	602	1
391	744	1
485	750	1
45	655	1
136	696	1
319	802	1
